Код;Коротка назва;Колір;Іконка;Детальний опис
41040400;Інші дотації з місцевого бюджету;;;Інші дотації з місцевого бюджету
41050000;Субвенції з місцевих бюджетів іншим місцевим бюджетам;;;Субвенції з місцевих бюджетів іншим місцевим бюджетам
41050100;Субвенція з місцевого бюджету на надання пільг та житлових субсидій населенню на оплату електроенергії, природного газу, послуг тепло-, водопостачання і водовідведення, квартирної плати (утримання будинків і споруд та прибудинкових територій), управління багатоквартирним будинком, вивезення побутового сміття та рідких нечистот за рахунок відповідної субвенції з державного бюджету;;;Субвенція з місцевого бюджету на надання пільг та житлових субсидій населенню на оплату електроенергії, природного газу, послуг тепло-, водопостачання і водовідведення, квартирної плати (утримання будинків і споруд та прибудинкових територій), управління багатоквартирним будинком, вивезення побутового сміття та рідких нечистот за рахунок відповідної субвенції з державного бюджету
41050200;Субвенція з місцевого бюджету на надання пільг та житлових субсидій населенню на придбання твердого та рідкого пічного побутового палива і скрапленого газу за рахунок відповідної субвенції з державного бюджету;;;Субвенція з місцевого бюджету на надання пільг та житлових субсидій населенню на придбання твердого та рідкого пічного побутового палива і скрапленого газу за рахунок відповідної субвенції з державного бюджету
41050300;Субвенція з місцевого бюджету на виплату допомоги сім’ям з дітьми, малозабезпеченим сім’ям, особам, які не мають права на пенсію, особам з інвалідністю, дітям з інвалідністю, тимчасової державної допомоги дітям, тимчасової державної соціальної допомоги непрацюючій особі, яка досягла загального пенсійного віку, але не набула права на пенсійну виплату, допомоги по догляду за особами з інвалідністю I чи II групи внаслідок психічного розладу, компенсаційної виплати непрацюючій працездатній особі, яка доглядає за особою з інвалідністю I групи, а також за особою, яка досягла 80-річного віку за рахунок відповідної субвенції з державного бюджету;;;Субвенція з місцевого бюджету на виплату допомоги сім’ям з дітьми, малозабезпеченим сім’ям, особам, які не мають права на пенсію, особам з інвалідністю, дітям з інвалідністю, тимчасової державної допомоги дітям, тимчасової державної соціальної допомоги непрацюючій особі, яка досягла загального пенсійного віку, але не набула права на пенсійну виплату, допомоги по догляду за особами з інвалідністю I чи II групи внаслідок психічного розладу, компенсаційної виплати непрацюючій працездатній особі, яка доглядає за особою з інвалідністю I групи, а також за особою, яка досягла 80-річного віку за рахунок відповідної субвенції з державного бюджету
41050400;"Субвенція з місцевого бюджету на виплату грошової компенсації за належні для отримання жилі приміщення для сімей загиблих осіб, визначених абзацами 5 - 8 пункту 1 статті 10 Закону України ""Про статус ветеранів війни, гарантії їх соціального захисту"", для осіб з інвалідністю I - II групи, яка настала внаслідок поранення, контузії, каліцтва або захворювання, одержаних під час безпосередньої участі в антитерористичній операції, забезпеченні її проведення, визначених пунктами 11 - 14 частини другої статті 7 Закону України ""Про статус ветеранів війни, гарантії їх соціального захисту"", та які потребують поліпшення житлових умов за рахунок відповідної субвенції з державного бюджету";;;"Субвенція з місцевого бюджету на виплату грошової компенсації за належні для отримання жилі приміщення для сімей загиблих осіб, визначених абзацами 5 - 8 пункту 1 статті 10 Закону України ""Про статус ветеранів війни, гарантії їх соціального захисту"", для осіб з інвалідністю I - II групи, яка настала внаслідок поранення, контузії, каліцтва або захворювання, одержаних під час безпосередньої участі в антитерористичній операції, забезпеченні її проведення, визначених пунктами 11 - 14 частини другої статті 7 Закону України ""Про статус ветеранів війни, гарантії їх соціального захисту"", та які потребують поліпшення житлових умов за рахунок відповідної субвенції з державного бюджету"
41050500;"Субвенція з місцевого бюджету на виплату грошової компенсації за належні для отримання жилі приміщення для сімей загиблих учасників бойових дій на території інших держав, визначених у абзаці першому пункту 1 статті 10 Закону України ""Про статус ветеранів війни, гарантії їх соціального захисту"", для осіб з інвалідністю I - II групи з числа учасників бойових дій на території інших держав, які стали інвалідами внаслідок поранення, контузії, каліцтва або захворювання, пов'язаних з перебуванням у цих державах, визначених пунктом 7 частини другої статті 7 Закону України ""Про статус ветеранів війни, гарантії їх соціального захисту"", та які потребують поліпшення житлових умов за рахунок відповідної субвенції з державного бюджету";;;"Субвенція з місцевого бюджету на виплату грошової компенсації за належні для отримання жилі приміщення для сімей загиблих учасників бойових дій на території інших держав, визначених у абзаці першому пункту 1 статті 10 Закону України ""Про статус ветеранів війни, гарантії їх соціального захисту"", для осіб з інвалідністю I - II групи з числа учасників бойових дій на території інших держав, які стали інвалідами внаслідок поранення, контузії, каліцтва або захворювання, пов'язаних з перебуванням у цих державах, визначених пунктом 7 частини другої статті 7 Закону України ""Про статус ветеранів війни, гарантії їх соціального захисту"", та які потребують поліпшення житлових умов за рахунок відповідної субвенції з державного бюджету"
41050600;"Субвенція з місцевого бюджету на виплату грошової компенсації за належні для отримання жилі приміщення для внутрішньо переміщених осіб, які захищали незалежність, суверенітет та територіальну цілісність України і брали безпосередню участь в антитерористичній операції, забезпеченні її проведення, перебуваючи безпосередньо в районах антитерористичної операції у період її проведення, та визнані інвалідами війни III групи відповідно до пунктів 11 - 14 частини другої статті 7 або учасниками бойових дій відповідно до пунктів 19 - 20 частини першої статті 6 Закону України ""Про статус ветеранів війни, гарантії їх соціального захисту"", та які потребують поліпшення житлових умов за рахунок відповідної субвенції з державного бюджету";;;"Субвенція з місцевого бюджету на виплату грошової компенсації за належні для отримання жилі приміщення для внутрішньо переміщених осіб, які захищали незалежність, суверенітет та територіальну цілісність України і брали безпосередню участь в антитерористичній операції, забезпеченні її проведення, перебуваючи безпосередньо в районах антитерористичної операції у період її проведення, та визнані інвалідами війни III групи відповідно до пунктів 11 - 14 частини другої статті 7 або учасниками бойових дій відповідно до пунктів 19 - 20 частини першої статті 6 Закону України ""Про статус ветеранів війни, гарантії їх соціального захисту"", та які потребують поліпшення житлових умов за рахунок відповідної субвенції з державного бюджету"
41050700;"Субвенція з місцевого бюджету на виплату державної соціальної допомоги на дітей-сиріт та дітей, позбавлених батьківського піклування, грошового забезпечення батькам-вихователям і прийомним батькам за надання соціальних послуг у дитячих будинках сімейного типу та прийомних сім'ях за принципом ""гроші ходять за дитиною"", оплату послуг із здійснення патронату над дитиною та виплату соціальної допомоги на утримання дитини в сім'ї патронатного вихователя за рахунок відповідної субвенції з державного бюджету";;;"Субвенція з місцевого бюджету на виплату державної соціальної допомоги на дітей-сиріт та дітей, позбавлених батьківського піклування, грошового забезпечення батькам-вихователям і прийомним батькам за надання соціальних послуг у дитячих будинках сімейного типу та прийомних сім'ях за принципом ""гроші ходять за дитиною"", оплату послуг із здійснення патронату над дитиною та виплату соціальної допомоги на утримання дитини в сім'ї патронатного вихователя за рахунок відповідної субвенції з державного бюджету"
41050800;Субвенція з місцевого бюджету на фінансування заходів соціально-економічної компенсації ризику населення, яке проживає на території зони спостереження, за рахунок відповідної субвенції з державного бюджету;;;Субвенція з місцевого бюджету на фінансування заходів соціально-економічної компенсації ризику населення, яке проживає на території зони спостереження, за рахунок відповідної субвенції з державного бюджету
41050900;Субвенція з місцевого бюджету на проектні, будівельно-ремонтні роботи, придбання житла та приміщень для розвитку сімейних та інших форм виховання, наближених до сімейних, та забезпечення житлом дітей-сиріт, осіб з їх числа за рахунок відповідної субвенції з державного бюджету;;;Субвенція з місцевого бюджету на проектні, будівельно-ремонтні роботи, придбання житла та приміщень для розвитку сімейних та інших форм виховання, наближених до сімейних, та забезпечення житлом дітей-сиріт, осіб з їх числа за рахунок відповідної субвенції з державного бюджету
41051000;Субвенція з місцевого бюджету на здійснення переданих видатків у сфері освіти за рахунок коштів освітньої субвенції;;;Субвенція з місцевого бюджету на здійснення переданих видатків у сфері освіти за рахунок коштів освітньої субвенції
41051100;Субвенція з місцевого бюджету за рахунок залишку коштів освітньої субвенції, що утворився на початок бюджетного періоду;;;Субвенція з місцевого бюджету за рахунок залишку коштів освітньої субвенції, що утворився на початок бюджетного періоду
41051200;Субвенція з місцевого бюджету на надання державної підтримки особам з особливими освітніми потребами за рахунок відповідної субвенції з державного бюджету;;;Субвенція з місцевого бюджету на надання державної підтримки особам з особливими освітніми потребами за рахунок відповідної субвенції з державного бюджету
41051300;Субвенція з місцевого бюджету на модернізацію та оновлення матеріально-технічної бази професійно-технічних навчальних закладів за рахунок відповідної субвенції з державного бюджету;;;Субвенція з місцевого бюджету на модернізацію та оновлення матеріально-технічної бази професійно-технічних навчальних закладів за рахунок відповідної субвенції з державного бюджету
41051400;"Субвенція з місцевого бюджету на забезпечення якісної, сучасної та доступної загальної середньої освіти ""Нова українська школа"" за рахунок відповідної субвенції з державного бюджету";;;"Субвенція з місцевого бюджету на забезпечення якісної, сучасної та доступної загальної середньої освіти ""Нова українська школа"" за рахунок відповідної субвенції з державного бюджету"
41051500;Субвенція з місцевого бюджету на здійснення переданих видатків у сфері охорони здоров'я за рахунок коштів медичної субвенції,;;;Субвенція з місцевого бюджету на здійснення переданих видатків у сфері охорони здоров'я за рахунок коштів медичної субвенції,
41051600;Субвенція з місцевого бюджету за рахунок залишку коштів медичної субвенції, що утворився на початок бюджетного періоду;;;Субвенція з місцевого бюджету за рахунок залишку коштів медичної субвенції, що утворився на початок бюджетного періоду
41051700;Субвенція з місцевого бюджету на придбання витратних матеріалів для закладів охорони здоров'я та лікарських засобів для інгаляційної анестезії за рахунок відповідної субвенції з державного бюджету;;;Субвенція з місцевого бюджету на придбання витратних матеріалів для закладів охорони здоров'я та лікарських засобів для інгаляційної анестезії за рахунок відповідної субвенції з державного бюджету
41051800;Субвенція з місцевого бюджету на придбання медикаментів та виробів медичного призначення для забезпечення швидкої медичної допомоги за рахунок відповідної субвенції з державного бюджету;;;Субвенція з місцевого бюджету на придбання медикаментів та виробів медичного призначення для забезпечення швидкої медичної допомоги за рахунок відповідної субвенції з державного бюджету
41051900;Субвенція з місцевого бюджету на придбання ангіографічного обладнання за рахунок відповідної субвенції з державного бюджету;;;Субвенція з місцевого бюджету на придбання ангіографічного обладнання за рахунок відповідної субвенції з державного бюджету
41052000;Субвенція з місцевого бюджету на відшкодування вартості лікарських засобів для лікування окремих захворювань за рахунок відповідної субвенції з державного бюджету,;;;Субвенція з місцевого бюджету на відшкодування вартості лікарських засобів для лікування окремих захворювань за рахунок відповідної субвенції з державного бюджету,
41052100;"Субвенція з місцевого бюджету на реформування регіональних систем охорони здоров'я для здійснення заходів з виконання спільного з Міжнародним банком реконструкції та розвитку проекту ""Поліпшення охорони здоров'я на службі у людей"" за рахунок відповідної субвенції з державного бюджету";;;"Субвенція з місцевого бюджету на реформування регіональних систем охорони здоров'я для здійснення заходів з виконання спільного з Міжнародним банком реконструкції та розвитку проекту ""Поліпшення охорони здоров'я на службі у людей"" за рахунок відповідної субвенції з державного бюджету"
41052200;Субвенція з місцевого бюджету на реалізацію заходів, спрямованих на розвиток системи охорони здоров'я у сільській місцевості, за рахунок відповідної субвенції з державного бюджету;;;Субвенція з місцевого бюджету на реалізацію заходів, спрямованих на розвиток системи охорони здоров'я у сільській місцевості, за рахунок відповідної субвенції з державного бюджету
41052300;Субвенція з місцевого бюджету на здійснення заходів щодо соціально-економічного розвитку окремих територій за рахунок відповідної субвенції з державного бюджету;;;Субвенція з місцевого бюджету на здійснення заходів щодо соціально-економічного розвитку окремих територій за рахунок відповідної субвенції з державного бюджету
41052400;Субвенція з місцевого бюджету на формування інфраструктури об'єднаних територіальних громад за рахунок відповідної субвенції з державного бюджету;;;Субвенція з місцевого бюджету на формування інфраструктури об'єднаних територіальних громад за рахунок відповідної субвенції з державного бюджету
41052500;Субвенція з місцевого бюджету на реалізацію проектів в рамках Надзвичайної кредитної програми для відновлення України за рахунок відповідної субвенції з державного бюджету;;;Субвенція з місцевого бюджету на реалізацію проектів в рамках Надзвичайної кредитної програми для відновлення України за рахунок відповідної субвенції з державного бюджету
41052600;Субвенція з місцевого бюджету на фінансове забезпечення будівництва, реконструкції, ремонту і утримання автомобільних доріг загального користування місцевого значення, вулиць і доріг комунальної власності у населених пунктах за рахунок відповідної субвенції з державного бюджету;;;Субвенція з місцевого бюджету на фінансове забезпечення будівництва, реконструкції, ремонту і утримання автомобільних доріг загального користування місцевого значення, вулиць і доріг комунальної власності у населених пунктах за рахунок відповідної субвенції з державного бюджету
41052700;Субвенція з місцевого бюджету на будівництво/реконструкцію палаців спорту за рахунок відповідної субвенції з державного бюджету;;;Субвенція з місцевого бюджету на будівництво/реконструкцію палаців спорту за рахунок відповідної субвенції з державного бюджету
41052800;Субвенція з місцевого бюджету на здійснення заходів щодо підтримки територій, що зазнали негативного впливу внаслідок збройного конфлікту на сході України, за рахунок відповідної субвенції з державного бюджету;;;Субвенція з місцевого бюджету на здійснення заходів щодо підтримки територій, що зазнали негативного впливу внаслідок збройного конфлікту на сході України, за рахунок відповідної субвенції з державного бюджету
41052900;Субвенція з місцевого бюджету на погашення різниці між фактичною вартістю теплової енергії, послуг з централізованого опалення, постачання гарячої води, централізованого водопостачання та водовідведення, постачання холодної води та водовідведення (з використанням внутрішньобудинкових систем), що вироблялися, транспортувалися та постачалися населенню, бюджетним установам і організаціям та/або іншим підприємствам теплопостачання, централізованого питного водопостачання та водовідведення, які надають такі послуги, та тарифами, що затверджувалися та/або погоджувалися органами державної влади чи місцевого самоврядування, за рахунок відповідної субвенції з державного бюджету;;;Субвенція з місцевого бюджету на погашення різниці між фактичною вартістю теплової енергії, послуг з централізованого опалення, постачання гарячої води, централізованого водопостачання та водовідведення, постачання холодної води та водовідведення (з використанням внутрішньобудинкових систем), що вироблялися, транспортувалися та постачалися населенню, бюджетним установам і організаціям та/або іншим підприємствам теплопостачання, централізованого питного водопостачання та водовідведення, які надають такі послуги, та тарифами, що затверджувалися та/або погоджувалися органами державної влади чи місцевого самоврядування, за рахунок відповідної субвенції з державного бюджету
41053000;Субвенція з місцевого бюджету на проведення виборів депутатів місцевих рад та сільських, селищних, міських голів, за рахунок відповідної субвенції з державного бюджету;;;Субвенція з місцевого бюджету на проведення виборів депутатів місцевих рад та сільських, селищних, міських голів, за рахунок відповідної субвенції з державного бюджету
41053100;"Субвенція з місцевого бюджету на проведення робіт, пов'язаних зі створенням і забезпеченням функціонування центрів надання адміністративних послуг, у тому числі послуг соціального характеру, в форматі ""Прозорий офіс"", за рахунок відповідної субвенції з державного бюджету";;;"Субвенція з місцевого бюджету на проведення робіт, пов'язаних зі створенням і забезпеченням функціонування центрів надання адміністративних послуг, у тому числі послуг соціального характеру, в форматі ""Прозорий офіс"", за рахунок відповідної субвенції з державного бюджету"
41053200;Субвенція з місцевого бюджету на проекти ліквідації підприємств вугільної та торфодобувної промисловості і утримання водовідливних комплексів у безпечному режимі на умовах співфінансування (50 відсотків) за рахунок відповідної субвенції з державного бюджету;;;Субвенція з місцевого бюджету на проекти ліквідації підприємств вугільної та торфодобувної промисловості і утримання водовідливних комплексів у безпечному режимі на умовах співфінансування (50 відсотків) за рахунок відповідної субвенції з державного бюджету
41053300;Субвенція з місцевого бюджету на утримання об'єктів спільного користування чи ліквідацію негативних наслідків діяльності об'єктів спільного користування;;;Субвенція з місцевого бюджету на утримання об'єктів спільного користування чи ліквідацію негативних наслідків діяльності об'єктів спільного користування
41053400;Субвенція з місцевого бюджету на виконання інвестиційних проектів,;;;Субвенція з місцевого бюджету на виконання інвестиційних проектів,
41053500;Субвенція з місцевого бюджету на фінансове забезпечення будівництва, реконструкції, ремонту і утримання автомобільних доріг загального користування місцевого значення, вулиць і доріг комунальної власності у населених пунктах;;;Субвенція з місцевого бюджету на фінансове забезпечення будівництва, реконструкції, ремонту і утримання автомобільних доріг загального користування місцевого значення, вулиць і доріг комунальної власності у населених пунктах
41053600;Субвенція з місцевого бюджету на здійснення природоохоронних заходів;;;Субвенція з місцевого бюджету на здійснення природоохоронних заходів
41053700;Субвенція з місцевого бюджету на співфінансування інвестиційних проектів;;;Субвенція з місцевого бюджету на співфінансування інвестиційних проектів
41053800;Субвенція з місцевого бюджету на реалізацію проектів співробітництва між територіальними громадами;;;Субвенція з місцевого бюджету на реалізацію проектів співробітництва між територіальними громадами
41053900;Інші субвенції з місцевого бюджету;;;Інші субвенції з місцевого бюджету
41054000;Субвенція з місцевого бюджету на реалізацію заходів, спрямованих на розвиток системи охорони здоров'я у сільській місцевості, за рахунок залишку коштів відповідної субвенції з державного бюджету, що утворився на кінець 2017 року;;;Субвенція з місцевого бюджету на реалізацію заходів, спрямованих на розвиток системи охорони здоров'я у сільській місцевості, за рахунок залишку коштів відповідної субвенції з державного бюджету, що утворився на кінець 2017 року
41054100;Субвенція з місцевого бюджету на здійснення заходів щодо соціально-економічного розвитку окремих територій за рахунок залишку коштів відповідної субвенції з державного бюджету, що утворився на кінець 2017 року;;;Субвенція з місцевого бюджету на здійснення заходів щодо соціально-економічного розвитку окремих територій за рахунок залишку коштів відповідної субвенції з державного бюджету, що утворився на кінець 2017 року
42000000;Від Європейського Союзу, урядів іноземних держав, міжнародних організацій, донорських установ;;;Від Європейського Союзу, урядів іноземних держав, міжнародних організацій, донорських установ
42010000;Кошти, отримані від секретаріату ООН, НАТО, ЄС, ОБСЄ або іншої міжнародної організації за участь України в міжнародних операціях з підтримання миру і безпеки;;;Кошти, отримані від секретаріату ООН, НАТО, ЄС, ОБСЄ або іншої міжнародної організації за участь України в міжнародних операціях з підтримання миру і безпеки
42020000;Гранти (дарунки), що надійшли до бюджетів усіх рівнів;;;Гранти (дарунки), що надійшли до бюджетів усіх рівнів
42030000;Надходження в рамках програм допомоги Європейського Союзу, урядів іноземних держав, міжнародних організацій, донорських установ;;;Надходження в рамках програм допомоги Європейського Союзу, урядів іноземних держав, міжнародних організацій, донорських установ
42030100;Надходження в рамках програм секторальної бюджетної підтримки Європейського Союзу;;;Надходження в рамках програм секторальної бюджетної підтримки Європейського Союзу
42030200;Інша допомога, надана Європейським Союзом;;;Інша допомога, надана Європейським Союзом
42030300;Надходження в рамках програм допомоги урядів іноземних держав, міжнародних організацій, донорських установ;;;Надходження в рамках програм допомоги урядів іноземних держав, міжнародних організацій, донорських установ
50000000;Цільові фонди;;;Цільові фонди
50020000;"{Код 50020000 виключено на підставі Наказу Міністерства фінансів № 497 від 12.04.2011}  	";;;"{Код 50020000 виключено на підставі Наказу Міністерства фінансів № 497 від 12.04.2011}  	"
50020100;"{Код 50020000 виключено на підставі Наказу Міністерства фінансів № 497 від 12.04.2011}  	";;;"{Код 50020000 виключено на підставі Наказу Міністерства фінансів № 497 від 12.04.2011}  	"
50020200;"{Код 50020000 виключено на підставі Наказу Міністерства фінансів № 497 від 12.04.2011}  	";;;"{Код 50020000 виключено на підставі Наказу Міністерства фінансів № 497 від 12.04.2011}  	"
50020300;"{Код 50020000 виключено на підставі Наказу Міністерства фінансів № 497 від 12.04.2011}  	";;;"{Код 50020000 виключено на підставі Наказу Міністерства фінансів № 497 від 12.04.2011}  	"
50020400;"{Код 50020000 виключено на підставі Наказу Міністерства фінансів № 497 від 12.04.2011}  	";;;"{Код 50020000 виключено на підставі Наказу Міністерства фінансів № 497 від 12.04.2011}  	"
50020500;"{Код 50020000 виключено на підставі Наказу Міністерства фінансів № 497 від 12.04.2011}  	";;;"{Код 50020000 виключено на підставі Наказу Міністерства фінансів № 497 від 12.04.2011}  	"
50030000;"{Код 50020000 виключено на підставі Наказу Міністерства фінансів № 497 від 12.04.2011}  	";;;"{Код 50020000 виключено на підставі Наказу Міністерства фінансів № 497 від 12.04.2011}  	"
50030100;"{Код 50020000 виключено на підставі Наказу Міністерства фінансів № 497 від 12.04.2011}  	";;;"{Код 50020000 виключено на підставі Наказу Міністерства фінансів № 497 від 12.04.2011}  	"
50030200;"{Код 50020000 виключено на підставі Наказу Міністерства фінансів № 497 від 12.04.2011}  	";;;"{Код 50020000 виключено на підставі Наказу Міністерства фінансів № 497 від 12.04.2011}  	"
50030300;"{Код 50020000 виключено на підставі Наказу Міністерства фінансів № 497 від 12.04.2011}  	";;;"{Код 50020000 виключено на підставі Наказу Міністерства фінансів № 497 від 12.04.2011}  	"
50030400;"{Код 50020000 виключено на підставі Наказу Міністерства фінансів № 497 від 12.04.2011}  	";;;"{Код 50020000 виключено на підставі Наказу Міністерства фінансів № 497 від 12.04.2011}  	"
50030500;"{Код 50020000 виключено на підставі Наказу Міністерства фінансів № 497 від 12.04.2011}  	";;;"{Код 50020000 виключено на підставі Наказу Міністерства фінансів № 497 від 12.04.2011}  	"
50040000;"{Код 50020000 виключено на підставі Наказу Міністерства фінансів № 497 від 12.04.2011}  	";;;"{Код 50020000 виключено на підставі Наказу Міністерства фінансів № 497 від 12.04.2011}  	"
